epidemic_level,area_name,date,lng,lat,addr,id
未知,青浦区,2022-05-25,121.14513248309703,31.266674773866203,上海市青浦区,75
未知,松江区,2022-05-25,121.3309630532566,31.140334053476458,上海市松江区,76
未知,嘉定区,2022-05-25,121.33354404930085,31.247193377181507,上海市嘉定区,77
未知,宝山区,2022-05-25,121.42999754172916,31.336775498377186,上海市宝山区,78
未知,青浦区,2022-05-25,120.92472188264956,31.044101357498167,上海市青浦区,79
未知,浦东新区,2022-05-25,121.75173302409807,31.055723028024257,上海市浦东新区,80
未知,松江区,2022-05-25,121.32254529123956,30.95202330402645,上海市松江区,81
未知,崇明区,2022-05-25,121.2225497629381,31.770651145278986,上海市崇明区,82
未知,浦东新区,2022-05-25,121.72561366452996,31.245226096814907,上海市浦东新区,83
未知,金山区,2022-05-25,121.31550244085138,30.891219672997263,上海市金山区,84
未知,青浦区,2022-05-25,121.27438340808136,31.180825780879335,上海市青浦区,85
未知,浦东新区,2022-05-25,121.5891750190338,31.04173960256095,上海市浦东新区,86
未知,金山区,2022-05-25,121.16874353959358,30.906700931404114,上海市金山区,87
未知,宝山区,2022-05-25,121.423568576453,31.42826570775481,上海市宝山区,88
未知,崇明区,2022-05-25,121.72568552245974,31.528212187923195,上海市崇明区,89
未知,宝山区,2022-05-25,121.44033470695167,31.372847419832443,上海市宝山区,90
未知,嘉定区,2022-05-25,121.28564974168798,31.3411216349503,上海市嘉定区,91
未知,嘉定区,2022-05-25,121.16595723769548,31.301919042810745,上海市嘉定区,92
未知,嘉定区,2022-05-25,121.32251027520329,31.302578107548147,上海市嘉定区,93
未知,奉贤区,2022-05-25,121.72539194491121,30.946753548258634,上海市奉贤区,94
未知,嘉定区,2022-05-25,121.16495825706927,31.371143653246754,上海市嘉定区,95
未知,宝山区,2022-05-25,121.40887510070262,31.35732599731886,上海市宝山区,96
未知,奉贤区,2022-05-25,121.39765507916584,30.90335104224523,上海市奉贤区,97
未知,浦东新区,2022-05-25,121.81873615864322,30.91222247952391,上海市浦东新区,98
未知,宝山区,2022-05-25,121.49189505778166,31.3556805428951,上海市宝山区,99
未知,徐汇区,2022-05-25,121.43867725996566,31.14041924595858,上海市徐汇区,100
未知,松江区,2022-05-25,121.2713938651974,31.089941505919523,上海市松江区,101
未知,嘉定区,2022-05-25,121.36222835999648,31.252078560236985,上海市嘉定区,102
未知,长宁区,2022-05-25,121.40908175832652,31.22530225655543,上海市长宁区,103
未知,闵行区,2022-05-25,121.37206032596359,31.129338752081647,上海市闵行区,104
未知,普陀区,2022-05-25,121.41269924078065,31.23794853271296,上海市普陀区,105
未知,黄浦区,2022-05-25,121.48390407811496,31.208674325787964,上海市黄浦区,106
未知,宝山区,2022-05-25,121.4436456995766,31.344821948731113,上海市宝山区,107
未知,崇明区,2022-05-25,121.33378290832356,31.837434578509818,上海市崇明区,108
未知,徐汇区,2022-05-25,121.4577558437307,31.125846585594346,上海市徐汇区,109
未知,静安区,2022-05-25,121.44213381798725,31.29149201146294,上海市静安区,110
未知,嘉定区,2022-05-25,121.24771360203717,31.400353457674917,上海市嘉定区北大街286弄1-14号,111
未知,奉贤区,2022-05-25,121.44290866178652,31.000913303251927,上海市奉贤区,112
未知,闵行区,2022-05-25,121.40250402001338,31.073793423059612,上海市闵行区,113
未知,闵行区,2022-05-25,121.38662866561071,31.184712771681752,上海市闵行区,114
未知,虹口区,2022-05-25,121.47532246796658,31.31275831913245,上海市虹口区,115
未知,崇明区,2022-05-25,121.54343968355158,31.683626999762534,上海市崇明区,116
未知,松江区,2022-05-25,121.21558449696609,30.94177665480213,上海市松江区,117
未知,奉贤区,2022-05-25,121.50366968149542,30.996991587503807,上海市奉贤区,118
未知,金山区,2022-05-25,121.29967258074451,30.809486141414858,上海市金山区,119
未知,金山区,2022-05-25,121.19445007043963,30.79925330114863,上海市金山区,120
未知,松江区,2022-05-25,121.27331842713134,31.12608262553051,上海市松江区,121
未知,崇明区,2022-05-25,121.29513744192185,31.825757523908027,上海市崇明区,122
未知,崇明区,2022-05-25,121.41801616782864,31.695180342751893,上海市崇明区,123
未知,浦东新区,2022-05-25,121.81777301806042,30.981287736258,上海市浦东新区,124
未知,金山区,2022-05-25,121.18457863423848,30.840321587857478,上海市金山区,125
未知,浦东新区,2022-05-25,121.6572753919563,31.216364799577374,上海市浦东新区,126
未知,宝山区,2022-05-25,121.4846605066927,31.3288433702681,上海市宝山区,127
未知,浦东新区,2022-05-25,121.69666120630724,31.044117987624833,上海市浦东新区,128
未知,宝山区,2022-05-25,121.35767472058413,31.402941141253354,上海市宝山区,129
未知,杨浦区,2022-05-26,121.53215193258339,31.276199626283557,上海市杨浦区,130
未知,浦东新区,2022-05-26,121.58439612200984,31.275435803551318,上海市浦东新区,131
未知,奉贤区,2022-05-26,121.6597864035901,30.91789907837229,上海市奉贤区,132
未知,浦东新区,2022-05-26,121.65558776395929,31.03432112956517,上海市浦东新区,133
未知,浦东新区,2022-05-26,121.6382613637523,31.141045299895357,上海市浦东新区,134
未知,浦东新区,2022-05-26,121.53195360381389,31.23704933809441,上海市浦东新区,135
未知,浦东新区,2022-05-26,121.57567619182434,31.2647201607102,上海市浦东新区,136
封控区,浦东新区,2022-05-26,121.54796254680265,31.249541286363147,上海市浦东新区,137
未知,浦东新区,2022-05-26,121.55006445409417,31.21491431839404,上海市浦东新区,138
未知,浦东新区,2022-05-26,121.6136054092006,31.205488817440365,上海市浦东新区张江商圈,139
未知,浦东新区,2022-05-26,121.52136868033321,31.204410167762028,上海市浦东新区,140
未知,崇明区,2022-05-26,121.39989127880769,31.63564480978855,上海市崇明区,141
未知,浦东新区,2022-05-26,121.50104756642719,31.184099603131042,上海市浦东新区,142
防范区,闵行区,2022-05-26,121.29522194735068,31.216109262509654,上海市闵行区,143
未知,虹口区,2022-05-26,121.50159012549119,31.259751596068654,上海市虹口区,144
未知,金山区,2022-05-26,121.41268489987704,30.802122992329277,上海市金山区,145
未知,普陀区,2022-05-26,121.36489227255767,31.286650341944913,上海市普陀区,146
未知,崇明区,2022-05-26,121.35158186508723,31.720776378199183,上海市崇明区,147
未知,宝山区,2022-05-26,121.32937419402461,31.480335595652054,上海市宝山区,148
未知,嘉定区,2022-05-26,121.28242194083487,31.424067022794937,上海市嘉定区,149
未知,闵行区,2022-05-26,121.30976968723336,31.213935968251015,上海市闵行区,150
未知,长宁区,2022-05-26,121.37046095795634,31.20230278814595,上海市长宁区,151
未知,金山区,2022-05-26,121.31975120506449,30.733424986164582,上海市金山区,152
未知,金山区,2022-05-26,121.33867279162288,30.7341397610615,上海市金山区,153
未知,嘉定区,2022-05-26,121.2443796579989,31.475769015074295,上海市嘉定区,154
防范区,嘉定区,2022-05-26,121.20872513952693,31.42605574850804,上海市嘉定区汇源路200号,155
未知,崇明区,2022-05-26,121.65854501582677,31.595787771908594,上海市崇明区,156
未知,普陀区,2022-05-26,121.42613870542262,31.26331927162461,上海市普陀区,157
未知,浦东新区,2022-05-26,121.59043830049703,31.27483666451778,上海市浦东新区,158
未知,奉贤区,2022-05-26,121.46074293958513,30.911588203726634,上海市奉贤区,159
未知,浦东新区,2022-05-26,121.92207260342441,30.907501483874896,上海市浦东新区,160
未知,静安区,2022-05-26,121.46233393020957,31.31856000445605,上海市静安区,161
未知,徐汇区,2022-05-26,121.43879266409145,31.196446639561955,上海市徐汇区,162
未知,静安区,2022-05-26,121.46399624032607,31.28156989081129,上海市静安区,163
未知,长宁区,2022-05-26,121.40880731764454,31.216959058639933,上海市长宁区,164
未知,松江区,2022-05-26,121.23788348878244,31.024146103912514,上海市松江区,165
未知,宝山区,2022-05-26,121.48928045066454,31.405105739369766,上海市宝山区,166
未知,青浦区,2022-05-26,121.04849883534204,31.11153556425948,上海市青浦区,167
未知,宝山区,2022-05-26,121.42999754172916,31.336775498377186,上海市宝山区,168
未知,静安区,2022-05-26,121.45871127730503,31.29284591203891,上海市静安区,169
未知,杨浦区,2022-05-26,121.521415400202,31.269251613325785,上海市杨浦区,170
未知,徐汇区,2022-05-26,121.42456197926568,31.164306600838355,上海市徐汇区,171
未知,杨浦区,2022-05-26,121.5404742448098,31.33235420110691,上海市杨浦区,172
未知,徐汇区,2022-05-26,121.44402441766326,31.21989316803015,上海市徐汇区,173
未知,杨浦区,2022-05-26,121.54539585940462,31.301090468050283,上海市杨浦区,174
未知,黄浦区,2022-05-26,121.48954964372409,31.214562235521488,上海市黄浦区,175
未知,杨浦区,2022-05-26,121.52198862369666,31.313002480786093,上海市杨浦区,176
未知,松江区,2022-05-26,121.31316265697725,31.14957411731595,上海市松江区,177
未知,普陀区,2022-05-26,121.43253286784967,31.269827430849098,上海市普陀区,178
未知,静安区,2022-05-26,121.47208108860583,31.248577856432536,上海市静安区政府北站街道办事处(国庆路),179
未知,普陀区,2022-05-26,121.41269924078065,31.23794853271296,上海市普陀区,180
未知,奉贤区,2022-05-26,121.56963928490326,30.866195750064275,上海市奉贤区,181
未知,浦东新区,2022-05-26,121.69666120630724,31.044117987624833,上海市浦东新区,182
未知,金山区,2022-05-26,121.01255493007619,30.896217458391472,上海市金山区,183
未知,浦东新区,2022-05-26,121.8735953756541,30.99041672330963,上海市浦东新区,184
未知,虹口区,2022-05-26,121.47532246796658,31.31275831913245,上海市虹口区,185
未知,崇明区,2022-05-26,121.54343968355158,31.683626999762534,上海市崇明区,186
未知,浦东新区,2022-05-26,121.84201975375474,31.0474576811769,上海市浦东新区,187
未知,长宁区,2022-05-26,121.40908175832652,31.22530225655543,上海市长宁区,188
未知,闵行区,2022-05-26,121.37206032596359,31.129338752081647,上海市闵行区,189
未知,静安区,2022-05-26,121.44213381798725,31.29149201146294,上海市静安区,190
未知,宝山区,2022-05-26,121.4436456995766,31.344821948731113,上海市宝山区,191
未知,松江区,2022-05-26,121.22374850022398,31.03414068130812,上海市松江区,192
未知,崇明区,2022-05-26,121.33378290832356,31.837434578509818,上海市崇明区,193
未知,闵行区,2022-05-26,121.41974339241979,31.01736041351575,上海市闵行区,194
未知,黄浦区,2022-05-26,121.48390407811496,31.208674325787964,上海市黄浦区,195
未知,松江区,2022-05-26,121.21806219519273,31.012303436782897,上海市松江区,196
未知,嘉定区,2022-05-26,121.24771360203717,31.400353457674917,上海市嘉定区北大街286弄1-14号,197
未知,浦东新区,2022-05-26,121.62507268178045,31.334130252457022,上海市浦东新区,198
未知,静安区,2022-05-26,121.45935639846844,31.243878433989675,上海市静安区,199
未知,虹口区,2022-05-26,121.47293932579835,31.302499587886796,上海市虹口区,200
未知,黄浦区,2022-05-26,121.47164831394856,31.229191498971606,上海市黄浦区,201
未知,静安区,2022-05-26,121.44967902336091,31.248418812292332,上海市静安区,202
未知,黄浦区,2022-05-26,121.47385021977567,31.234264287610383,上海市黄浦区,203
未知,杨浦区,2022-05-26,121.55128527628769,31.28728241257492,上海市杨浦区,204
未知,长宁区,2022-05-26,121.42802000472508,31.213179610420106,上海市长宁区,205
未知,长宁区,2022-05-26,121.39662537540835,31.211610915720403,上海市长宁区鑫达大厦仙霞新村,206
未知,黄浦区,2022-05-26,121.4834130602585,31.24729688678015,上海市黄浦区,207
未知,静安区,2022-05-26,121.44069223131179,31.237679493174582,上海市静安区曹家渡瀚林府邸(武定路北),208
未知,徐汇区,2022-05-26,121.4406694602491,31.211339805986704,上海市徐汇区,209
未知,虹口区,2022-05-26,121.49462968336461,31.275967815126865,上海市虹口区,210
未知,黄浦区,2022-05-26,121.48987223627122,31.232964551734803,上海市黄浦区,211
未知,虹口区,2022-05-26,121.49805533402264,31.295977882710055,上海市虹口区,212
未知,杨浦区,2022-05-26,121.5352046558555,31.2924263419495,上海市杨浦区,213
未知,普陀区,2022-05-26,121.40685976406468,31.279789108762376,上海市普陀区,214
未知,静安区,2022-05-26,121.44538555033641,31.232977783667494,上海市静安区,215
封控区,浦东新区,2022-05-26,121.61375764181044,31.273745591067044,上海市浦东新区,216
未知,黄浦区,2022-05-26,121.50325681072286,31.22772402318392,上海市黄浦区,217
未知,徐汇区,2022-05-26,121.46487217924187,31.197636338731954,上海市徐汇区,218
未知,静安区,2022-05-26,121.46652151605434,31.26602209354551,上海市静安区,219
未知,静安区,2022-05-26,121.47098265887652,31.269558655733942,上海市静安区,220
未知,普陀区,2022-05-26,121.40301156532594,31.26455833064264,上海市普陀区,221
未知,黄浦区,2022-05-26,121.4754906965575,31.211544604976876,上海市黄浦区,222
未知,静安区,2022-05-26,121.4576254447835,31.254092626606347,上海市静安区,223
未知,静安区,2022-05-26,121.45405431967913,31.23074171456077,上海市静安区,224
未知,杨浦区,2022-05-26,121.5196109365529,31.27453541656915,上海市杨浦区,225
未知,长宁区,2022-05-26,121.37653593617851,31.226272394654877,上海市长宁区,226
未知,嘉定区,2022-05-26,121.24155382738567,31.380414145716966,上海市嘉定区,227
未知,长宁区,2022-05-26,121.41116592546479,31.205048078909197,上海市长宁区,228
未知,杨浦区,2022-05-26,121.52997392887721,31.292273570016647,上海市杨浦区,229
未知,静安区,2022-05-26,121.44703798655016,31.32118031009687,上海市静安区,230
未知,嘉定区,2022-05-26,121.27178855316403,31.393738268608303,上海市嘉定区,231
未知,长宁区,2022-05-26,121.37469044548759,31.219757123849817,上海市长宁区,232
未知,杨浦区,2022-05-26,121.5242269281873,31.3371826133412,上海市杨浦区,233
未知,虹口区,2022-05-26,121.47880839071561,31.277826248957894,上海市虹口区广中路街道中山北一路82号花园商务楼11楼,234
未知,虹口区,2022-05-26,121.50240240969815,31.279051781700893,上海市虹口区,235
未知,普陀区,2022-05-26,121.41212775216184,31.249810802266502,上海市普陀区,236
未知,杨浦区,2022-05-26,121.52272476086856,31.31643917073787,上海市杨浦区,237
未知,宝山区,2022-05-26,121.4846605066927,31.3288433702681,上海市宝山区,238
未知,普陀区,2022-05-26,121.4361246984319,31.247693878669153,上海市普陀区,239
未知,金山区,2022-05-26,121.18457863423848,30.840321587857478,上海市金山区,240
未知,徐汇区,2022-05-26,121.4577558437307,31.125846585594346,上海市徐汇区,241
未知,宝山区,2022-05-26,121.423568576453,31.42826570775481,上海市宝山区,242
未知,崇明区,2022-05-26,121.72568552245974,31.528212187923195,上海市崇明区,243
未知,宝山区,2022-05-26,121.44033470695167,31.372847419832443,上海市宝山区,244
未知,嘉定区,2022-05-26,121.28564974168798,31.3411216349503,上海市嘉定区,245
未知,普陀区,2022-05-26,121.3753355076097,31.245481645956858,上海市普陀区,246
未知,金山区,2022-05-26,121.3584002476903,30.769698402020648,上海市金山区,247
未知,奉贤区,2022-05-26,121.39765507916584,30.90335104224523,上海市奉贤区,248
未知,崇明区,2022-05-26,121.83490677850679,31.534343421864495,上海市崇明区,249
未知,嘉定区,2022-05-26,121.32251027520329,31.302578107548147,上海市嘉定区,250
未知,青浦区,2022-05-26,120.92472188264956,31.044101357498167,上海市青浦区,251
未知,青浦区,2022-05-26,121.14513248309703,31.266674773866203,上海市青浦区,252
未知,青浦区,2022-05-26,121.18002564312053,31.208763186629344,上海市青浦区,253
未知,崇明区,2022-05-26,121.6206569839395,31.54433875468959,上海市崇明区,254
未知,青浦区,2022-05-26,121.05417557043764,31.007861470661876,上海市青浦区,255
未知,奉贤区,2022-05-26,121.72539194491121,30.946753548258634,上海市奉贤区,256
未知,松江区,2022-05-26,121.31717860284438,31.067813639946653,上海市松江区,257
未知,崇明区,2022-05-26,121.6061229082145,31.622714495617412,上海市崇明区,258
未知,松江区,2022-05-26,121.2713938651974,31.089941505919523,上海市松江区,259
未知,奉贤区,2022-05-26,121.47755902069042,30.842518879045908,上海市奉贤区,260
未知,浦东新区,2022-05-26,121.70342384913651,31.20439001230368,上海市浦东新区,261
未知,崇明区,2022-05-26,121.76028436894593,31.531742875485577,上海市崇明区,262
未知,闵行区,2022-05-26,121.50316811608855,31.113493189808047,上海市闵行区,263
未知,奉贤区,2022-05-26,121.4609993828914,30.950708696094487,上海市奉贤区,264
未知,徐汇区,2022-05-26,121.42483480899449,31.1823307179238,上海市徐汇区,265
未知,闵行区,2022-05-26,121.45690311424335,31.047221760812494,上海市闵行区,266
未知,徐汇区,2022-05-26,121.43139511352516,31.17411573255824,上海市徐汇区,267
未知,奉贤区,2022-05-26,121.50366968149542,30.996991587503807,上海市奉贤区,268
未知,闵行区,2022-05-26,121.42826121874803,31.11132867137761,上海市闵行区,269
未知,嘉定区,2022-05-26,121.36222835999648,31.252078560236985,上海市嘉定区,270
未知,徐汇区,2022-05-26,121.43867725996566,31.14041924595858,上海市徐汇区,271
未知,浦东新区,2022-05-26,121.6572753919563,31.216364799577374,上海市浦东新区,272
未知,闵行区,2022-05-26,121.40250402001338,31.073793423059612,上海市闵行区,273
未知,松江区,2022-05-26,121.27331842713134,31.12608262553051,上海市松江区,274
未知,金山区,2022-05-26,121.19445007043963,30.79925330114863,上海市金山区,275
未知,金山区,2022-05-26,121.29967258074451,30.809486141414858,上海市金山区,276
未知,闵行区,2022-05-26,121.38882294719187,31.15763371472933,上海市闵行区,277
未知,宝山区,2022-05-26,121.41878219749846,31.2948729998469,上海市宝山区,278
未知,奉贤区,2022-05-26,121.44290866178652,31.000913303251927,上海市奉贤区,279
未知,崇明区,2022-05-26,121.84421318721819,31.34832053609684,上海市崇明区,280
未知,嘉定区,2022-05-26,121.16495825706927,31.371143653246754,上海市嘉定区,281
未知,浦东新区,2022-05-26,121.73950294129074,30.97442693478698,上海市浦东新区,282
未知,奉贤区,2022-05-26,121.58353978415177,30.932062578640213,上海市奉贤区,283
未知,宝山区,2022-05-26,121.40887510070262,31.35732599731886,上海市宝山区,284
未知,浦东新区,2022-05-26,121.50470528891833,31.15298249962539,上海市浦东新区,285
封控区,浦东新区,2022-05-26,121.556714127627,31.19036889758554,上海市浦东新区,286
未知,宝山区,2022-05-26,121.49189505778166,31.3556805428951,上海市宝山区,287
未知,浦东新区,2022-05-26,121.76193069152018,31.111088883969796,上海市浦东新区,288
未知,松江区,2022-05-26,121.21558449696609,30.94177665480213,上海市松江区,289
未知,闵行区,2022-05-26,121.37072984551911,31.038347447354823,上海市闵行区,290
未知,崇明区,2022-05-26,121.29513744192185,31.825757523908027,上海市崇明区,291
未知,宝山区,2022-05-26,121.35767472058413,31.402941141253354,上海市宝山区,292
未知,青浦区,2022-05-26,121.19814012852078,31.15755461628933,上海市青浦区,293
未知,浦东新区,2022-05-26,121.81777301806042,30.981287736258,上海市浦东新区,294
未知,崇明区,2022-05-26,121.45740936057942,31.66269318089322,上海市崇明区,295
未知,闵行区,2022-05-26,121.38662866561071,31.184712771681752,上海市闵行区,296
未知,崇明区,2022-05-26,121.41801616782864,31.695180342751893,上海市崇明区,297
未知,浦东新区,2022-05-26,121.58240373145075,31.34718743861121,上海市浦东新区,298
未知,浦东新区,2022-05-26,121.60898345295406,31.30055417846322,上海市浦东新区,299
未知,嘉定区,2022-05-26,121.33354404930085,31.247193377181507,上海市嘉定区,300
未知,崇明区,2022-05-26,121.28977210898329,31.751117496975443,上海市崇明区,301
未知,崇明区,2022-05-26,121.6960342957871,31.39832545880102,上海市崇明区,302
未知,松江区,2022-05-26,121.3309630532566,31.140334053476458,上海市松江区,303
未知,松江区,2022-05-26,121.31664556289537,31.023893098592595,上海市松江区,304
未知,浦东新区,2022-05-26,121.57751292498205,31.122290833445227,上海市浦东新区,305
未知,闵行区,2022-05-26,121.5187088853152,31.08363581745702,上海市闵行区,306
未知,金山区,2022-05-26,121.16874353959358,30.906700931404114,上海市金山区,307
未知,浦东新区,2022-05-26,121.5891750190338,31.04173960256095,上海市浦东新区,308
未知,青浦区,2022-05-26,121.22936879392348,31.253803201505352,上海市青浦区,309
未知,青浦区,2022-05-26,121.27438340808136,31.180825780879335,上海市青浦区,310
未知,金山区,2022-05-26,121.31550244085138,30.891219672997263,上海市金山区,311
未知,浦东新区,2022-05-26,121.81873615864322,30.91222247952391,上海市浦东新区,312
未知,浦东新区,2022-05-26,121.72561366452996,31.245226096814907,上海市浦东新区,313
未知,崇明区,2022-05-26,121.2225497629381,31.770651145278986,上海市崇明区,314
未知,浦东新区,2022-05-26,121.75173302409807,31.055723028024257,上海市浦东新区,315
未知,嘉定区,2022-05-26,121.16595723769548,31.301919042810745,上海市嘉定区,316
未知,松江区,2022-05-26,121.32254529123956,30.95202330402645,上海市松江区,317
未知,宝山区,2022-05-27,121.40887510070262,31.35732599731886,上海市宝山区,318
未知,奉贤区,2022-05-27,121.58353978415177,30.932062578640213,上海市奉贤区,319
未知,松江区,2022-05-27,121.3309630532566,31.140334053476458,上海市松江区,320
未知,青浦区,2022-05-27,121.05417557043764,31.007861470661876,上海市青浦区,321
未知,浦东新区,2022-05-27,121.58240373145075,31.34718743861121,上海市浦东新区,322
未知,嘉定区,2022-05-27,121.33354404930085,31.247193377181507,上海市嘉定区,323
未知,青浦区,2022-05-27,121.18002564312053,31.208763186629344,上海市青浦区,324
未知,青浦区,2022-05-27,120.92472188264956,31.044101357498167,上海市青浦区,325
未知,松江区,2022-05-27,121.32254529123956,30.95202330402645,上海市松江区,326
未知,崇明区,2022-05-27,121.2225497629381,31.770651145278986,上海市崇明区,327
未知,青浦区,2022-05-27,121.14513248309703,31.266674773866203,上海市青浦区,328
未知,浦东新区,2022-05-27,121.50470528891833,31.15298249962539,上海市浦东新区,329
未知,金山区,2022-05-27,121.29967258074451,30.809486141414858,上海市金山区,330
未知,松江区,2022-05-27,121.2713938651974,31.089941505919523,上海市松江区,331
