route_a,route_b
北京商超B米面粮油仓3号库,316F031
316F031,316F011
北京服装仓8号库,021Y072
广州商超A休闲食品仓3号库,757F003
福州FDC仓BN2库,591F009
591F009,512F055
022F002,010F017
沈阳药品仓1号库,024F004
济南药品仓1号库,531F001
北京商超A个护清洁仓9号库,316F016
深圳福永分拣中心,769F001
杭州亚一商超B仓1号库,057F021
沈阳浑南分拣中心,512F055
757F003,755F022
济南服装仓1号库,316F021
上海百货B车旅用品仓1号库,512F011
上海品利商超协同仓,021Y072
022F002,551F011
551F011,025F005
成都综合仓1号库,028F029
西安亚一商超B母婴玩具仓1号库,029F678
北京商超A个护清洁仓5号库,021Y072
022F015,022F002
上海生鲜仓1号库（新）,021Y072
成都商超A个护清洁仓3号库,028F020
宿迁亚一FDC仓A1库,527F001
北京3CB电脑办公仓3号库,010F017
沈阳亚一商超B个护清洁仓1号库（临时）,024F004
上海商超A个护清洁仓6号库,551F002
广州安妞服装协同仓,020F242
北京商超B米面粮油仓2号库,022F015
512F008,512F085
北京百货A家居日用仓1号库,010F017
成都商超B牛奶水饮仓4号库,028F020
重庆药品仓1号库,028F078
上海生鲜仓2号库（新）,513F002
海口综保保税综合仓3号库,898F002
898F002,769F001
512F055,512F011
512F078,512F055
595F005,512F065
上海百货B家居日用仓5号库（新）,021Y072
北京公共平台仓5号库,316F003
北京商超A休闲食品仓4号库,316F003
上海外高桥保税综合仓1号库,021Y072
上海商超B牛奶水饮仓1号库（临时）,021Y072
北京综合仓1号库,010F017
上海朱桥分拣中心,021F008
上海商超A个护清洁仓6号库,512F085
512F085,021Y340
021Y340,512F065
济南商超A休闲食品仓4号库,316F021
福州FDC仓B2库,591F009
591F009,512F065
沈阳商超B米面粮油仓4号库,024F004
沈阳亚一百货A家居日用仓1号库,024F004
上海商超A个护清洁仓9号库,021Y072
武汉亚一综合品类仓2号库,027F010
上海商超B米面粮油仓1号库,010F013
济南百货B家居日用仓3号库,021Y072
德州百货B家具建材仓1号库,316F021
广汉药品仓1号库,028F113
028F113,028F020
济南百货B车旅用品仓1号库,316F021
广州3CB电脑办公仓1号库,760F001
武汉亚一百货B家居日用仓7号库,027F010
广州商超A个护清洁仓3号库,021Y072
石家庄FDC仓B1库,316F023
316F023,512F012
广州百货B家居日用仓6号库,757F003
010F017,316F011
武汉百货B家具建材仓2号库,027F002
北京商超B母婴玩具仓4号库,010F017
广州亚一服装仓4号库,021Y072
中山分拣中心,512F055
广州商超A个护清洁仓5号库,757F042
济南商超A休闲食品仓2号库,316F021
769F001,020F242
广州商超A个护清洁仓7号库,757F042
北京服装仓1号库,021Y072
济南商超B母婴玩具仓2号库,316F021
西安公共平台仓2号库,029F270
武汉亚一商超B宠物园艺仓1号库,027F060
广州百货B家居日用仓6号库,020F242
武汉斐乐KA仓2号库,027F060
,010F013
成都商超B母婴玩具仓3号库,028F020
南京商超B牛奶水饮仓1号库,025F005
010F013,022F016
027F002,WHZ
WHZ,SHHQHCZ
022F021,316F029
316F029,316F011
512F055,021F009
571F098,571F022
574F003,571F098
027F002,027F060
北京安踏KA仓1号库,021Y072
上海百货B家居日用仓6号库,021Y072
萝岗传站第一车队,020F242
010F013,BJZ
BJZ,SHZ
北京公共平台仓28号库,312F002
武汉公共平台仓2号库,027F002
广州3CB电脑办公仓2号库,769F007
上海商超B牛奶水饮仓5号库,021F009
021F009,021Y222
021Y222,021F052
广州服装仓6号库,021Y072
,020F060
济宁FDC仓A1库,537F001
沈阳亚一百货A仓1号库（临时）,024F043
北京商超A个护清洁仓5号库,010F172
北京公共平台仓8号库,316F013
316F013,316F011
广州商超A个护清洁仓1号库,769F001
中山分拣中心,512F004
重庆巴南保税综合仓1号库,021Y072
512F004,021F009
769F001,020F008
广州百货B家居日用仓4号库,760F001
上海商超A休闲食品仓6号库,512F055
北京服装仓2号库,021Y072
武汉生活小电仓3号库,027F006
南京生鲜仓1号库,025F005
北京商超B牛奶水饮仓2号库,316F011
上海生鲜仓3号库（新）,519F003
519F003,512F004
广州百货B车旅用品仓1号库（新）,757F003
024F004,512F012
西安亚一商超B母婴玩具仓2号库,029F678
北京通州分拣中心,512F065
济南生活小电仓1号库,316F021
北京公共平台仓20号库,316F011
广州商超B个护清洁仓5号库,760F001
760F001,757F003
769F001,760F001
760F001,769F001
316F011,010F017
010F017,021F009
西安亚一商超B母婴玩具仓3号库,029F678
755F009,755F022
757F003,020F008
广州百货B家具建材仓2号库,757F003
791F013,NCZ
NCZ,SHHQHCZ
沈阳商超B宠物园艺仓2号库,024F004
广州南海药品协同保税仓1号库,021Y072
北京图书音像仓2号库,021Y072
571F099,021Y072
成都商超B母婴玩具仓3号库,028F029
北京百货A家居日用仓2号库,316F011
上海生鲜仓4号库（新）,021Y072
广州服装仓5号库,021Y072
广州商超B牛奶水饮仓6号库,020F242
成都亚一服装仓1号库（新）,028F113
512F012,021F009
成都综合品类仓1号库,028F029
成都亚一医疗器械仓1号库,021Y072
上海亚洲一号中件库（临时）,021Y072
769F001,755F002
755F002,769F001
021F009,769F001
西安3CB仓2号库,029F270
北京商超B牛奶水饮仓5号库,021Y072
广州黄埔保税综合仓2号库,021Y072
武汉商超B米面粮油仓1号库,027F006
成都生活小电仓3号库,028F020
广州商超B牛奶水饮仓5号库,757F003
大连FDC仓A1库,411F002
411F002,411F003
411F003,512F055
北京服装仓10号库,021Y072
512F012,316F011
厦门分拣中心,595F005
沈阳公共平台仓5号库,024F004
东莞亚一综合B仓3号库,769F007
上海洋山保税药品协同仓1号库,512F004
成都百货B家居日用仓1号库,028F020
武汉商超B米面粮油仓2号库,027F002
上海金佰利商超协同仓,021Y072
北京商超B牛奶水饮仓3号库,010F017
上海公共平台仓11号库,021Y072
广州黄埔保税综合仓2号库,020F008
020F008,020F242
上海百货B家居日用仓5号库（临时）,021Y072
宁波FDC仓,574F003
上海亚一商超A休闲食品仓2号库,021F005
021F005,574F003
574F003,574Y018
574Y018,574F003
上海公共平台仓23号库,021F008
成都亚一百货A仓1号库,028F020
上海商超B个护清洁仓2号库,021F009
武汉商超B个护清洁仓4号库,027F002
武汉阳逻分拣中心,512F012
上海公共平台仓7号库,512F085
济南商超A休闲食品仓1号库,531F001
上海亚一商超A个护清洁仓4号库,021Y072
沈阳综合仓1号库,024F004
573F001,512F004
武汉商超A休闲食品仓1号库,027F006
沈阳亚一商超B母婴玩具仓1号库,024F043
武汉亚一3CA数码通讯仓2号库,021Y072
广州商超A个护清洁仓2号库,760F001
福州FDC仓A1库,591F002
591F002,591F009
西安亚一商超A个护清洁仓1号库,029F678
广州公共平台仓16号库,757F003
,021F008
武汉亚一3CA数码通讯仓2号库,027F060
广州服装仓5号库,020F242
成都商超A休闲食品仓3号库,028F020
杭州亚一安踏仓KA仓2号库,021Y072
武汉亚一百货B家居日用仓1号库,027F060
上海百货B家居日用仓3号库,510F004
020F242,752F001
武汉商超B个护清洁仓3号库,027F074
上海汽后仓2号库,512F004
上海亚一生活小电仓2号库,513F002
成都商超B宠物园艺仓1号库,028F020
512F055,512F085
武汉安踏KA仓2号库,027F002
北京公共平台仓2号库,316F018
316F018,316F011
021F009,451F001
451F001,512F055
杭州亚一商超B牛奶水饮仓1号库,571F022
571F022,057F021
北京品星商超协同仓,316F011
阜阳本地仓1号库,558F004
558F004,551F011
厦门亚一FDC仓A1库,592F009
020F242,021Y072
广州百货B车旅用品仓1号库（新）,757F042
西安亚一北斗综合A仓1号库,029F346
武汉生活小电仓1号库,027F006
成都亚一公共平台仓5号库,028F113
成都百货B家具建材仓1号库,028F020
武汉综合仓1号库,027F006
南京商超A个护清洁仓1号库,025F002
上海商超B米面粮油仓1号库,512F004
济南商超A个护清洁仓5号库,021Y072
上海商超B个护清洁仓2号库,512F055
中山分拣中心,512F012
沈阳服装仓1号库,021Y072
北京商超B牛奶水饮仓4号库,316F018
成都亚一3CA仓1号库,021Y072
512F008,025F002
北京商超B米面粮油仓1号库,010F017
上海共享仓2号库,021F009
西安百货B家具建材仓1号库,029F270
广州商超B宠物园艺仓1号库,757F042
021F005,510F004
021F009,021Y128
021Y128,021F052
571F099,512F004
成都亚一商超A个护清洁仓7号库,028F113
哈尔滨亚一FDC仓B1库,451F001
,592F009
上海商超B母婴玩具仓2号库,512F055
755F022,755F009
755F009,512F007
重庆药品仓1号库,021Y072
成都青白江保税平台协同仓1号库,021Y072
025F005,512F012
上海浦东分拣中心,021Y443
021Y443,021F051
武汉亚一3CA数码通讯仓1号库,021Y072
021F015,510F004
上海公共平台仓13号库,021Y072
杭州亚一商超B米面粮油仓1号库,057F021
571F022,571F098
济南商超B母婴玩具仓3号库,316F021
天津东疆保税综合仓2号库,022F002
成都商超A个护清洁仓5号库,028F020
316F021,851F002
武汉商超A个护清洁仓6号库,027F002
027F002,027F010
太原FDC仓B2库,351F001
351F001,316F022
316F022,512F004
512F012,512F004
512F004,769F007
024F004,316F001
574F003,021Y072
金华金义保税宠食协同仓1号库,579F010
成都亚一公共平台仓5号库,028F020
广州商超A个护清洁仓6号库,757F042
512F065,025F002
025F005,512F065
武汉商超B牛奶水饮仓2号库,027F006
德州商超A个护清洁仓5号库,531F001
512F008,579F003
579F003,571F098
上海医疗器械仓3号库,021F009
021F009,021Y305
021Y305,021F052
上海百货B家居日用仓1号库,021F009
021F009,021Y523
021Y523,021F052
广州商超B牛奶水饮仓7号库,757F003
西安百货B家居建材仓1号库,021Y072
西安商超B仓1号库,021Y072
济南商超A个护清洁仓4号库,531F001
上海商超A休闲食品仓3号库,512F004
武汉商超A个护清洁仓6号库,021Y072
南京商超B米面粮油仓1号库,025F002
呼和浩特亚一FDC仓B1库,471F002
471F002,027F002
武汉亚一百货B家居日用仓1号库,021Y072
长春亚一FDC仓A1库,431F002
431F002,512F055
厦门亚一FDC仓B2库,592F009
上海服装仓6号库,021F008
成都商超B母婴玩具仓3号库,021Y072
北京百货A家居日用仓1号库,316F011
上海商超B宠物园艺仓1号库,021F009
武汉公共平台仓1号库,027F002
广州综合KA仓20号库,020F242
武汉公共平台仓5号库,027F002
北京商超B牛奶水饮仓6号库,021Y072
广州黄埔保税综合仓2号库,020F242
成都商超B个护清洁仓2号库,028F029
广州商超B米面粮油仓1号库,020F242
济南商超B个护清洁仓1号库,316F021
北京公共平台仓4号库,010F017
广州商超A个护清洁仓6号库,757F003
广州商超A个护清洁仓6号库,020F242
广州服装仓3号库,021Y072
上海商超A个护清洁仓8号库,021Y072
沈阳商超B牛奶水饮仓2号库,024F004
上海商超B母婴玩具仓5号库,512F055
天津商超B米面粮油仓1号库,022F020
022F020,316F011
武汉亚一百货B家居日用仓7号库,027F060
上海3CA数码通讯仓1号库,021F009
021F009,021Y026
021Y026,021F052
512F008,551F002
西安商超B个护清洁仓1号库,512F012
上海百货B家居日用仓2号库,510F004
广州医疗器械仓1号库,021Y072
德州商超A个护清洁仓5号库,316F021
武汉百货A家居日用仓1号库,021Y072
上海商超B米面粮油仓3号库,057F021
武汉商超B个护清洁仓4号库,027F074
上海百货B家居日用仓3号库,057F021
广州服装仓6号库,020F242
廊坊广阳保税综合仓1号库,316F003
北京3CB电脑办公仓3号库,316F011
512F004,JNHCZ
021F005,523F001
赤峰本地仓1号库,476F001
476F001,316F011
济南医疗器械仓1号库,021Y072
北京商超A个护清洁仓1号库,021Y072
北京商超B米面粮油仓1号库,316F011
广州3CB电脑办公仓4号库,021Y072
512F008,574F003
北京安踏KA仓2号库,316F011
昆明FDC仓A1库,871F002
871F002,512F012
,029F270
广州商超A个护清洁仓2号库,757F042
769F001,512F012
025F005,025F002
上海嘉定分拣中心,021F008
西安商超B仓1号库,029F346
上海亚一综合仓1号库,021Y072
宁波FDC仓B1库,574F003
武汉商超B母婴玩具仓2号库,027F074
北京百货B家具建材仓5号库,010F017
上海商超B母婴玩具仓3号库,021Y072
广州亚一服装仓7号库,021Y072
德州商超A休闲食品仓4号库,316F021
316F011,010F172
上海曼伦商超协同仓,512F011
沈阳亚一商超B个护清洁仓1号库,024F004
上海亚一商超B米面粮油仓2号库,512F065
沈阳亚一百货B家具建材仓1号库,024F004
济南商超A个护清洁仓3号库,021Y072
上海商超B牛奶水饮仓6号库,512F085
天津3CB电脑办公仓1号库,022F002
512F004,527F005
512F055,021Y072
德州百货B家居日用仓2号库,531F001
571F099,029F270
广州百货B家居日用仓4号库,757F042
上海宝胜KA仓3号库,512F055
北京百货B家居日用仓1号库,021Y072
512F078,571F099
512F078,021F009
沈阳亚一商超B米面粮油仓1号库,021Y072
广州商超A休闲食品仓2号库,760F001
德州商超B母婴玩具仓2号库,316F021
济南百货B车旅用品仓2号库,021Y072
上海百货B家居日用仓1号库,512F085
512F085,021Y410
021Y410,512F065
广州南沙保税平台协同仓1号库,769F001
大理本地仓1号库,872F001
872F001,871F002
871F002,028F020
北京服装仓3号库,010F172
北京百货B家具建材仓5号库,316F011
北京百货A家具建材仓1号库,021Y072
316F021,022F002
北京百货A家居日用仓2号库,021Y072
上海亚一百货B家具建材仓2号库,021Y072
济南商超A个护清洁仓3号库,316F021
西安亚一3CB仓1号库,021Y072
成都百货A车旅用品仓1号库,028F020
福州FDC仓AN1库,591F009
中山集货分拣中心,512F004
广州沃尔玛KA仓2号库,757F042
010F172,021Y072
广州商超A个护清洁仓6号库,760F001
宿迁亚一FDC仓B1库,527F001
316F011,316F003
杭州亚一综合A仓1号库,057F021
北京百货B车旅用品仓1号库,010F172
西安商超B米面粮油仓1号库,029F270
福州平潭保税协同仓1号库,591F009
上海商超A个护清洁仓6号库,512F004
北京生活小电仓1号库,021Y072
武汉公共平台仓2号库,027F074
天津药品仓1号库,010F013
010F013,010F069
武汉商超A个护清洁仓6号库,027F074
571F099,512F085
广州沃尔玛KA仓2号库,760F001
551F011,512F011
,029F346
757F042,021Y072
316F011,316F029
028F020,029F678
惠州本地仓1号库,021Y072
广州百货B家具建材仓3号库,757F042
齐齐哈尔本地仓1号库,452F001
452F001,451F001
451F001,527F005
574F003,010F013
010F022,010F069
成都亚一商超A休闲食品仓1号库,028F020
广州亚一服装仓5号库,021Y072
武汉公共平台仓4号库,027F074
上海公共平台仓21号库,573F001
595F005,021F008
上海浦东集散分拣中心,021Y072
上海公共平台仓19号库,527F001
广州商超A个护清洁仓6号库,021Y072
西安百货A仓1号库,029F346
沈阳亚一商超B米面粮油仓1号库,024F043
北京商超B牛奶水饮仓10号库,022F022
北京商超A个护清洁仓2号库,010F172
512F004,021Y072
316F021,531F001
北京商超A休闲食品仓2号库,021Y072
衡水本地仓1号库,318F001
318F001,311F001
311F001,527F005
西安生活小电仓2号库,029F346
021F005,512F004
武汉东西湖保税综合仓1号库,021Y072
金华亚一FDC仓B1库,579F010
西安百货B家居日用仓2号库,029F346
广州百货B家居日用仓6号库,757F042
上海浦东分拣中心,021Y072
北京公共平台仓6号库,316F004
512F012,512F085
512F085,021Y150
021Y150,512F065
757F003,021Y072
广州沃尔玛KA仓2号库,757F003
南京商超B米面粮油仓2号库,025F005
021F005,527F001
512F055,029F001
029F001,029F678
029F678,512F055
512F085,021Y221
021Y221,512F065
深圳商超B米面粮油仓1号库,755F009
755F009,020F242
上海商超B米面粮油仓2号库,021F009
上海百货B家具建材仓3号库,512F004
上海商超A休闲食品仓3号库,512F085
武汉商超A个护清洁仓1号库,021Y072
茂名本地仓4号库,668F001
668F001,027F074
广州3CB电脑办公仓4号库,020F242
上海百货B家居日用仓5号库,021F009
上海王桥营业部,021F103
021F103,021F051
成都医疗器械仓2号库,028F020
上海洁柔商超协同仓,021Y072
上海商超A个护清洁仓11号库,021Y072
