route_a,route_b
武汉亚一商超A个护清洁仓4号库,027F060
024F004,527F005
武汉商超B母婴玩具仓1号库,027F002
316F011,022F016
珠海龙山营业部,760F001
广州服装仓1号库,020F008
北京商超B个护清洁仓4号库,022F033
022F033,316F011
广州百货B家具建材仓3号库,757F003
757F003,512F011
北京商超B牛奶水饮仓10号库,022F022
北京服装仓4号库,010F017
北京商超B个护清洁仓5号库,022F043
020F041,755F022
SZX,WUX
沈阳亚一商超A个护清洁仓1号库,024F004
020F041,020F242
广州商超B个护清洁仓5号库,757F042
广州百货A车旅用品仓1号库（新）,757F003
广州商超A休闲食品仓1号库,CPZ
广州商超B米面粮油仓4号库,020F242
512F008,512F085
512F085,021F008
,757F042
合肥双凤分拣中心,021F008
广州亚一商超A个护清洁仓4号库,021Y072
上海百货B家具建材仓1号库,021F053
上海蒙牛商超协同仓,021Y072
德州商超A休闲食品仓1号库,531F001
021F053,512F055
上海商超B母婴玩具仓3号库,512F085
512F085,021F009
上海综合仓1号库,021Y072
重庆药品仓1号库,028F078
上海商超B宠物园艺仓1号库,021Y072
上海综合仓1号库,512F011
512F011,512F055
020F242,GZNZ
GZNZ,SHHQHCZ
SHHQHCZ,512F007
成都亚一商超A个护清洁仓2号库,028F029
中山产协仓1号库,760F001
广州商超B牛奶水饮仓6号库,021Y072
广州商超B牛奶水饮仓5号库,021F008
广州公共平台仓5号库,021F008
北京服装仓9号库,021Y072
316F011,021F051
无锡锡山分拣中心,021F008
上海商超B母婴玩具仓2号库,021Y072
武汉亚一综合品类仓2号库,027F010
成都商超B个护清洁仓1号库（新）,028F020
武汉商超B个护清洁仓3号库,027F002
武汉商超A个护清洁仓2号库,027F074
广州商超B米面粮油仓2号库,021Y072
北京公共平台仓16号库,316F030
中山分拣中心,769F001
上海百货B家具建材仓5号库,021Y072
广州百货A车旅用品仓1号库（新）,021Y072
成都亚一综合B仓1号库,021Y072
广州商超A休闲食品仓2号库,760F001
027F006,021Y072
上海虹桥保税综合仓2号库,512F004
广州商超B牛奶水饮仓1号库（新）,757F003
,010F013
760F001,057F021
济南商超A个护清洁仓2号库,531F001
316F021,JNXZ
JNXZ,SHHQHCZ
027F010,371F002
371F002,396Y008
396Y008,396F002
396F002,551F011
北京服装仓8号库,010F013
512F008,512F012
天津药品仓1号库,022F038
022F038,022F002
武汉亚一商超A个护清洁仓4号库,021Y072
769F001,757F042
武汉商超B母婴玩具仓2号库,027F074
上海公共平台仓13号库,021Y072
上海外高桥保税综合仓1号库,512F085
上海商超B牛奶水饮仓1号库,021F009
上海公共平台仓17号库,512F085
广州百货B家具建材仓3号库,021F008
广州商超B牛奶水饮仓7号库,757F003
广州商超B牛奶水饮仓3号库,CPZ
北京3CB电脑办公仓3号库,010F172
北京服装仓11号库,021Y072
广州公共平台仓1号库,021F008
广州公共平台仓7号库,021F008
上海亚一综合A仓1号库,021Y072
广州商超A休闲食品仓1号库,020F242
广州商超A休闲食品仓4号库,021Y072
德州百货B家居日用仓3号库,316F021
316F021,021F051
武汉公共平台仓6号库,027F010
广州公共平台仓N2号库,020F060
北京商超A个护清洁仓5号库,010F017
010F013,BJNZ
BJNZ,SHHQHCZ
武汉药品仓1号库,027F074
广州商超A个护清洁仓3号库,020F060
郑州新郑保税综合仓1号库,021Y072
571F099,021F009
北京商超A个护清洁仓3号库,022F005
010F172,010F017
010F172,022F005
成都商超A个护清洁仓6号库,028F020
武汉百货A家居日用仓1号库,027F060
武汉综合仓1号库,027F006
769F007,020F242
027F002,027F074
027F074,731F001
沈阳沃尔玛KA仓1号库,024F004
成都亚一综合B仓2号库,028F029
上海商超A休闲食品仓6号库,512F004
成都亚一3CA仓1号库,028F029
德州百货B家居日用仓2号库,531F001
上海洁柔商超协同仓,021Y072
上海公共平台仓10号库,021F053
上海公共平台仓4号库,021Y072
020F041,512F011
上海商超B母婴玩具仓3号库,021Y072
武汉商超A个护清洁仓2号库,027F002
北京百货B车旅用品仓1号库,010F017
,021F008
北京服装仓1号库,010F017
北京百货B家具建材仓5号库,010F017
上海亚一图书音像仓2号库,021Y072
济宁FDC仓A1库,537F001
537F001,539F001
539F001,527F005
021F053,021Y082
021Y082,021F051
广州商超B米面粮油仓3号库（新）,021Y072
广州公共平台仓7号库,757F042
广州公共平台仓7号库,CPZ40FS
北京恒安商超协同仓,010F172
769F007,021Y072
上海品星商超协同仓,021F053
北京图书音像仓2号库,010F013
武汉服装仓1号库,027F002
,024F004
广州百货B家居日用仓7号库,021Y072
广州商超A个护清洁仓1号库,021Y072
广州百货B家居日用仓6号库,021Y072
010F017,021Y072
512F008,010F022
010F022,021F008
深圳商超B米面粮油仓1号库,755F009
抚州药品仓1号库,021Y072
北京百货B家具建材仓2号库,312F002
312F002,316F011
512F055,527F005
广州沃尔玛KA仓2号库,021F008
西安百货B家具建材仓1号库,029F270
上海蒙牛商超协同仓,512F012
512F012,021Y072
上海亚一商超A个护清洁仓5号库,021Y072
武汉安踏KA仓2号库,027F002
杭州斐乐KA仓1号库,057F021
郑州新郑保税综合仓1号库,027F074
028F020,512F085
512F012,512F085
广州商超A个护清洁仓1号库,020F242
沈阳厨房小电仓1号库,021Y072
010F013,HC
HC,MH
MH,021F021
021F021,512F004
武汉亚一3CA数码通讯仓3号库,027F060
020F009,769F007
769F001,020F015
020F015,020F242
020F242,020F008
广州商超B个护清洁仓1号库,760F001
广州商超B个护清洁仓4号库,760F001
757F003,760F001
760F001,757F003
广州百货B家居日用仓6号库,760F001
上海商超B牛奶水饮仓1号库（临时）,021F008
北京百货B家具建材仓1号库,010F017
武汉商超B米面粮油仓2号库,027F074
512F085,021F051
上海商超B米面粮油仓1号库,512F004
上海商超B个护清洁仓2号库,021Y072
广州公共平台仓7号库,021Y072
广州百货B家具建材仓4号库,021Y072
天津药品仓1号库,010F069
广州商超A休闲食品仓5号库,021Y072
上海亚一3CA电脑办公仓2号库,021Y072
成都商超A个护清洁仓3号库,028F020
北京百货B家居日用仓3号库,010F069
316F011,057F021
德州厨房小电仓2号库,316F021
北京服装仓3号库,010F017
德州百货B家具建材仓2号库,316F021
上海汽后仓2号库,512F004
512F004,512F055
广州百货B车旅用品仓1号库（新）,757F003
广州黄埔保税综合仓2号库,512F085
上海商超A个护清洁仓6号库,021Y072
武汉新港分拣中心,027F074
包头伊利产地仓T1号库,471F002
471F002,027F074
西安亚一3CA仓2号库,029F678
郑州亚一安踏KA仓2号库,371F027
上海商超B米面粮油仓1号库,025F002
上海亚一商超A个护清洁仓4号库,512F008
021F053,512F065
512F065,021F053
上海商超B母婴玩具仓4号库,021Y072
上海亚一服装仓4号库,021Y072
沈阳商超A个护清洁仓3号库,024F004
武汉新洲分拣中心,027F074
哈尔滨亚一FDC仓B1库,451F001
451F001,057F021
济宁FDC仓B1库,537F001
北京3CB电脑办公仓1号库,021Y072
316F011,022F021
551F011,057F021
上海生鲜仓3号库（新）,021Y072
武汉百货B家居日用仓2号库,027F010
北京商超B牛奶水饮仓5号库,316F011
020F242,755F004
755F004,020F242
广州3CB电脑办公仓2号库,769F007
济南服装仓1号库,316F021
上海文轩图书协同仓,571F099
宁波北仑保税综合仓1号库,021Y072
757F042,663F001
663F001,592F009
武汉生活小电仓6号库,027F006
广州公共平台仓2号库,021F008
广州商超B牛奶水饮仓5号库,020F242
广州商超B个护清洁仓4号库,021Y072
022F002,021Y072
上海商超B母婴玩具仓1号库,021F009
深圳综合B仓1号库,021Y072
德州商超B米面粮油仓2号库,316F021
021F051,527F005
武汉亚一商超B米面粮油仓3号库,027F010
028F078,512F012
512F004,021F015
512F012,512F008
西安亚一商超B个护清洁仓2号库,029F678
北京服装仓9号库,010F013
北京百货A家居日用仓1号库,010F172
010F017,512F055
上海公共平台仓7号库,021Y072
上海嘉定分拣中心,021F008
上海商超A个护清洁仓10号库,021Y072
广州沃尔玛KA仓2号库,757F042
北京商超B母婴玩具仓3号库,022F021
上海百货B家具建材仓5号库,510F004
510F004,571F099
济南综合A仓1号库,021Y072
020F009,021Y072
苏州花集分拣中心,021Y072
027F074,037F003
037F003,396F002
上海公共平台仓20号库,571F022
广州商超B牛奶水饮仓4号库,021Y072
成都综合品类仓1号库,028F029
上海外高桥保税综合仓1号库,021Y072
北京维达商超协同仓,316F011
广州商超B牛奶水饮仓5号库,021Y072
010F172,022F021
010F172,057F021
杭州亚一商超B牛奶水饮仓1号库,571F022
武汉公共平台仓5号库,027F002
武汉商超B个护清洁仓4号库,027F074
武汉百货B家居日用仓2号库,027F074
021F005,021Y072
南昌亚一FDC仓BN1库,791F001
791F001,791F013
西安亚一商超A个护清洁仓1号库,029F678
西安百货A仓1号库,029F270
德州商超A个护清洁仓2号库,531F001
757F003,021F008
757F003,512F085
广州商超A休闲食品仓1号库,HPG
HPG,ZHBMT
ZHBMT,021F008
539F001,512F012
广州黄埔保税综合仓1号库,021Y072
北京公共平台仓5号库,316F003
027F002,021F009
769F001,571F022
上海商超B牛奶水饮仓1号库,512F085
512F085,021Y046
021Y046,021F051
德州生活小电仓1号库,316F021
757F042,021Y072
沈阳商超B母婴玩具仓3号库,024F004
广州商超A个护清洁仓3号库,021Y072
武汉亚一3CB电脑办公仓1号库,027F010
东莞亚一综合B仓1号库,021Y072
上海隆力奇KA仓1号库,021Y072
沈阳亚一商超A休闲食品仓2号库,024F043
316F011,512F008
沈阳药品仓1号库,021Y072
长春亚一FDC仓A1库,431F002
431F002,024F004
010F022,010F069
武汉亚一百货B家居日用仓7号库,027F010
广州百货B家居日用仓3号库,769F001
西安药品仓1号库,029F678
西安商超B仓1号库,029F270
029F270,025F005
025F005,551F011
武汉亚一3CA数码通讯仓1号库,021Y072
昆明FDC仓A1库,871F002
021F015,512F011
广州黄埔保税综合仓1号库,020F242
成都青白江保税平台协同仓1号库,021Y072
南京商超A个护清洁仓1号库,025F002
宿迁亚一FDC仓A1库,527F001
北京亚一综合A仓1号库,021Y072
上海公共平台仓14号库,021Y072
杭州生鲜仓1号库,571F041
571F041,575Y012
575Y012,571F022
316F011,010F017
广州服装仓2号库,020F008
金华金义保税宠食协同仓1号库,579F010
东莞亚一综合B仓2号库,021Y072
上海亚一商超A个护清洁仓3号库,021Y072
沈阳医疗器械仓3号库,024F043
广州百货B家居日用仓5号库,760F001
上海商超B母婴玩具仓T2号库,021F009
上海商超B牛奶水饮仓6号库,021F009
深圳商超B米面粮油仓2号库,021Y072
北京商超B米面粮油仓3号库,021Y072
包头伊利产地仓1号库,472F002
472F002,316F011
广州商超A个护清洁仓2号库,757F003
757F003,020F008
广州公共平台仓9号库,021F008
沈阳亚一3CB电脑办公仓1号库（临时）,024F004
武汉药品仓1号库,021Y072
512F008,057F021
广州亚一综合B仓6号库,021Y072
广州公共平台仓16号库,021F008
北京洁柔商超协同仓,021Y072
广州百货B家具建材仓2号库,757F003
宁波FDC仓,574F003
上海百货B家居日用仓4号库,512F085
512F085,021Y012
021Y012,021F051
757F042,755F004
755F004,769F001
济南百货A仓1号库,316F021
北京3CB电脑办公仓1号库,010F013
010F013,010Y481
010Y481,010H142
010H142,010Y481
010Y481,010F013
广州百货B家居日用仓2号库,769F001
重庆亚一商超A休闲食品仓1号库,023F003
厦门分拣中心,595F005
武汉商超B母婴玩具仓1号库,021Y072
广州商超B宠物园艺仓1号库,CPZ40FS
广州百货B家具建材仓2号库,CPZ40FS
上海公共平台仓14号库,512F085
深圳生活小电仓1号库,021Y072
深圳商超B米面粮油仓2号库,755F009
武汉商超B母婴玩具仓2号库,027F002
571F098,571F022
上海商超A休闲食品仓4号库,512F012
上海商超A个护清洁仓9号库,512F012
西安亚一商超A个护清洁仓3号库,029F678
上海商超A休闲食品仓T6号库,512F004
上海商超A休闲食品仓4号库,512F013
512F013,512F004
北京综合仓1号库,010F017
010F069,010F172
010F172,010F069
济南百货B家居日用仓2号库,531F001
595F005,021F051
上海沃尔玛KA仓1号库,021F053
广州商超B牛奶水饮仓3号库,020F242
广州公共平台仓8号库,757F042
广州百货B家具建材仓3号库,CPZ40FS
020F242,020F060
769F001,513F002
513F002,571F099
武汉东西湖保税综合仓1号库,027F074
广州公共平台仓5号库,CPZ40FS
021F005,579F010
579F010,571F022
371F027,551F011
赤峰本地仓1号库,476F001
476F001,024F004
571F099,527F005
唐山FDC仓,315F001
315F001,316F011
上海百货B家居日用仓5号库,021Y072
北京商超A个护清洁仓9号库,316F016
广州综合仓1号库,021Y072
316F031,021Y072
北京斐乐KA仓1号库,316F011
上海公共平台仓11号库,021F053
025F005,516F001
516F001,527F005
上海3CA通讯专用仓1号库,021F015
北京安踏KA仓2号库,316F011
广州亚一服装仓7号库,020F009
北京公共平台仓8号库,316F013
316F013,316F011
MH,021Y072
武汉公共平台仓5号库,027F060
济南商超A个护清洁仓4号库,531F001
SZX,SHA
上海百货B车旅用品仓1号库,512F011
南京百货B家居日用仓1号库,025F002
021F005,512F085
021F053,025F002
广州3CA电脑办公仓1号库,021Y072
769F007,512F085
深圳商超B个护清洁仓1号库,021Y072
成都商超B宠物园艺仓1号库,028F020
深圳商超B牛奶水饮仓1号库,755F009
成都百货A车旅用品仓1号库,028F020
551F011,021Y072
上海百货B家具建材仓1号库,021F009
021F009,021Y049
021Y049,512F007
512F004,316F011
316F011,HC
010F172,010F013
571F099,021Y072
上海公共平台仓19号库,021Y072
广州服装仓2号库,021Y072
西安百货B家居建材仓1号库,029F270
上海生鲜仓3号库,021F009
沈阳亚一商超B个护清洁仓1号库,024F004
北京百货B车旅用品仓1号库,021Y072
广州商超A个护清洁仓5号库,021F008
731F010,512F055
广州商超A个护清洁仓2号库,760F001
北京商超A个护清洁仓6号库,316F016
武汉商超B米面粮油仓1号库,021Y072
深圳福永分拣中心,769F001
西安百货B家居日用仓1号库,029F270
769F001,512F085
武汉公共平台仓6号库,027F074
成都亚一服装仓2号库,028F020
021F053,021F051
广州商超B个护清洁仓4号库,757F003
武汉江北分拣中心,021F008
571F022,579F010
廊坊广阳保税综合仓1号库,022F005
512F065,021Y072
广州百货B家具建材仓2号库,HPG
沈阳医疗器械仓4号库,024F043
德州商超B个护清洁仓3号库,316F021
769F007,021F009
757F042,757F002
757F002,769F001
广州医疗器械仓1号库,021Y072
广州百货B家居日用仓4号库,021Y072
022F021,022F002
广州商超B牛奶水饮仓1号库（新）,021Y072
北京百货B家具建材仓6号库,021Y072
沈阳公共平台仓6号库,024F004
上海公共平台仓8号库,021Y072
上海公共平台仓16号库,021F053
513F002,021Y072
北京商超B牛奶水饮仓3号库,010F172
上海百货B家居日用仓3号库,512F012
上海公共平台仓22号库,579F010
021F053,021F009
021Y301,512F065
武汉商超A个护清洁仓2号库,021Y072
512F008,523F001
523F001,523F004
北京公共平台仓18号库,022F015
北京洁柔商超协同仓,010F172
广州黄埔保税综合仓2号库,020F242
上海亚一百货A家具建材仓2号库（临时）,512F008
德州商超B宠物园艺仓1号库,316F021
573F001,021Y072
上海亚一服装仓7号库,021Y072
呼和浩特亚一FDC仓B1库,471F002
471F002,027F002
成都亚一商超A个护清洁仓7号库,028F020
北京百货A仓2号库,021Y072
北京公共平台仓4号库,010F172
021F053,510F004
022F043,021Y072
广州公共平台仓1号库,769F001
杭州亚一商超B仓1号库,057F021
057F021,021Y072
北京百货B家居日用仓3号库,021Y072
上海新通路仓1号库,021F053
成都亚一服装仓3号库,028F029
上海亚一商超B米面粮油仓2号库,021Y072
021F053,571F099
024F004,021Y072
010F172,512F085
020F242,021Y072
757F042,769F007
武汉新港分拣中心,027F002
573F001,571F022
上海金红叶商超协同仓,021Y072
上海3CA电脑办公仓3号库,021F009
上海逆向开放仓3号库,021Y072
020F008,020F242
上海商超B牛奶水饮仓4号库,512F004
512F004,021F053
广州综合仓1号库,760F001
027F074,010F017
阜阳本地仓1号库,558F004
558F004,551F011
021F009,021Y072
广州百货B家具建材仓2号库,CPZ
027F074,027F060
北京百货B家具建材仓3号库,021Y072
西安亚一商超A休闲食品仓1号库,029F678
广州公共平台仓9号库,757F042
杭州亚一商超B个护清洁仓1号库,057F021
上海商超B牛奶水饮仓T1库,512F004
上海公共平台仓17号库,021Y072
北京商超A个护清洁仓1号库,021Y072
天津药品仓1号库,021Y072
洛阳本地仓1号库,037F001
037F001,396F002
021Y082,021F103
021F103,021F051
上海生鲜仓5号库,021F008
上海商超B个护清洁仓T2库,512F004
,010F172
唐山FDC仓B1库,315F001
德州公共平台仓2号库,316F021
027F060,371F026
371F026,027F060
512F055,512F004
010F172,029F678
沈阳亚一商超B母婴玩具仓1号库,024F043
临沂本地仓1号库,539F001
南京商超B米面粮油仓1号库,025F002
德州3CB电脑办公仓1号库,316F021
579F010,021Y072
广州商超B米面粮油仓T3号库,757F003
广州安妞服装协同仓,020F242
上海公共平台仓22号库,021Y072
574F003,021F009
020F242,512F012
476F001,316F011
广州商超A个护清洁仓7号库,021F008
北京公共平台仓28号库,312F002
金华金义保税平台协同仓1号库,021Y072
北京百货B家具建材仓5号库,021Y072
551F011,512F055
512F065,573F001
广州商超A个护清洁仓5号库,769F001
沈阳商超A个护清洁仓2号库,024F004
沈阳服装仓1号库,024F004
广州百货B家具建材仓2号库,021Y072
沈阳商超B米面粮油仓3号库,024F004
成都亚一服装仓1号库（新）,021Y072
成都商超B个护清洁仓2号库,028F020
广州商超B个护清洁仓1号库,021Y072
上海商超B米面粮油仓2号库,025F002
东莞亚一综合B仓5号库,021Y072
573F001,579F010
571F099,512F011
武汉公共平台仓4号库,027F074
512F012,316F029
316F029,316F011
316F011,512F012
512F012,316F011
上海生鲜仓2号库（新）,021Y072
上海沃尔玛KA仓1号库,021Y072
海口综保保税综合仓3号库,898F002
898F002,769F001
广州亚一服装仓5号库,021Y072
上海公共平台仓22号库,021F008
广州3CB电脑办公仓1号库,760F001
010F172,316F001
316F001,316F011
武汉公共平台仓5号库,027F074
沈阳公共平台仓9号库,024F004
上海商超A个护清洁仓12号库,021F053
上海商超B母婴玩具仓5号库,021F009
上海商超B牛奶水饮仓1号库,021Y072
德州医疗器械仓1号库,316F021
512F004,512F008
广州商超B宠物园艺仓1号库,757F042
北京百货B家具建材仓2号库,021Y072
571F022,057F021
武汉健康仓1号库,027F060
027F002,021Y072
010F172,316F029
527F005,527F001
西安亚一3CB仓1号库,021Y072
沈阳商超A个护清洁仓2号库,021Y072
运城本地仓1号库,359F001
359F001,029F270
广州服装仓5号库,021Y072
北京光大积分KA仓1号库,316F030
021F053,512F011
南京生活小电仓T1号库,025F002
西安商超B牛奶水饮仓1号库,029F270
316F011,512F085
上海商超A个护清洁仓10号库,512F004
德州3CB电脑办公仓1号库,021Y072
成都3CB电脑办公仓3号库,028F029
济南3CB电脑办公仓1号库,316F021
武汉商超A个护清洁仓6号库,027F074
027F074,027F010
010F172,371F026
北京蒙牛商超协同仓,316F011
512F055,553F001
553F001,025F005
柳州FDC仓B1库,772F001
772F001,027F074
沈阳综合仓1号库,024F004
西安商超A休闲食品仓2号库,029F270
广州商超B宠物园艺仓1号库,CPZ
512F065,512F012
武汉亚一厨房小电仓1号库,021Y072
泉州美熙服装协同仓1号库（新）,595F005
595F005,512F065
北京共享仓5号库,022F020
022F020,316F011
010F013,551F002
027F074,027F006
472F002,471F002
济南百货B家居日用仓3号库,316F021
021F008,021F052
武汉东西湖保税综合仓1号库,027F002
济南百货B车旅用品仓2号库,316F021
西安港务分拣中心,029F270
022F015,022F002
北京洁柔商超协同仓,010F013
010F013,010F172
德州百货A仓1号库,316F021
广汉药品仓1号库,021Y072
武汉百货B家具建材仓2号库,027F074
769F001,527F001
021F005,571F099
512F008,510F004
广州百货B家居日用仓3号库,021Y072
769F007,057F021
广州商超B宠物园艺仓1号库,HPG
广州商超B米面粮油仓2号库,HPG
沈阳商超B牛奶水饮仓2号库,024F004
德州商超B牛奶水饮仓3号库,316F021
德州商超B米面粮油仓1号库,316F021
广州百货B家居日用仓6号库,757F003
西安生活小电仓1号库,029F270
武汉百货A家居日用仓2号库,027F010
上海商超B牛奶水饮仓T6号库,021Y072
杭州亚一商超A休闲食品仓1号库,057F021
天水本地仓1号库,938F001
938F001,029F270
512F085,021Y057
021Y057,021F051
020F041,757F042
武汉商超A个护清洁仓6号库,027F010
上海生鲜仓1号库,021F009
广州百货B家具建材仓3号库,CPZ
上海生鲜仓2号库,512F085
021F053,512F008
济南商超B母婴玩具仓2号库,316F021
上海家纺综合协同仓,021Y072
010F172,022F002
广州商超A休闲食品仓1号库,021Y072
上海生鲜仓3号库,512F085
上海百货B车旅用品仓4号库,021Y072
成都亚一商超A个护清洁仓4号库,028F029
广州商超B米面粮油仓3号库（新）,757F003
512F008,512F011
广州商超B个护清洁仓5号库,021Y072
驻马店FDC仓A1库,371F002
371F002,396F002
济南百货B家具建材仓1号库,316F021
北京百货B家居日用仓1号库,021Y072
广州商超A个护清洁仓2号库,021Y072
廊坊锦绣分拣中心,021F008
深圳兴围营业部,769F007
010F069,PKX
PKX,PVG
PVG,021F008
广州服装仓3号库,021Y072
西安亚一商超B母婴玩具仓2号库,029F678
武汉亚一公共平台仓3号库,027F060
广州商超B牛奶水饮仓2号库,CPZ40GZ
CPZ40GZ,MH
广州公共平台仓8号库,021F008
上海商超A休闲食品仓2号库,021F009
上海尤妮佳无界工厂仓,021Y072
沈阳亚一百货A仓1号库,024F043
527F005,516F001
武汉维达商超协同仓,027F006
西安商超B个护清洁仓1号库,029F270
沈阳公共平台仓3号库,024F043
027F074,021Y072
757F042,021F009
广州黄埔保税综合仓2号库,021Y072
北京图书音像仓2号库,021Y072
广州商超B宠物园艺仓1号库,021F008
武汉亚一综合B仓1号库,021Y072
512F012,512F065
北京服装仓8号库,010F069
广州公共平台仓10号库,757F042
上海商超B米面粮油仓1号库,512F085
南宁亚一FDC仓A2库,771F009
771F009,027F074
成都公共平台仓3号库,028F020
成都医疗器械仓2号库,028F029
广州品星商超协同仓,769F007
成都亚一商超A休闲食品仓2号库,028F029
上海生鲜仓4号库（新）,021Y072
010F069,021Y072
武汉亚一3CA数码通讯仓2号库,021Y072
广州商超A休闲食品仓5号库,769F001
512F055,512F008
上海百货B家居日用仓7号库,021F053
杭州下沙保税宠物协同仓1号库,021Y072
527F005,021Y072
广州百货B家具建材仓2号库,020F242
广州商超B牛奶水饮仓3号库,HPG
上海百货B家居日用仓7号库,021Y072
武汉亚一公共平台仓10号库,027F060
广州安踏KA仓3号库,021Y072
南通分拣中心,571F099
深圳生活小电仓1号库,755F009
551F011,024F043
316F021,021Y072
广州商超B牛奶水饮仓4号库,020F242
上海汽后仓2号库,512F065
广州商超A休闲食品仓3号库,757F003
北京公共平台仓2号库,316F018
成都亚一商超B母婴玩具仓1号库,028F029
南京生活小电仓T1号库,025F005
769F007,755F022
731F010,021Y072
512F085,021Y420
021Y420,512F065
深圳商超B米面粮油仓1号库,021Y072
512F004,021Y072
757F003,755F022
西安综合仓1号库,029F270
济南厨房小电仓2号库,316F021
316F021,JNHCZ
JNHCZ,SHZ
SHZ,512F004
021Y301,021F008
广州商超A休闲食品仓6号库,757F042
武汉商超A休闲食品仓1号库,021Y072
,512F055
北京公共平台仓17号库,022F015
沈阳浑南分拣中心,512F055
沈阳公共平台仓10号库,024F004
上海百货B家具建材仓3号库,512F004
济南3CB电脑办公仓1号库,021Y072
武汉亚一公共平台仓8号库,027F010
021F009,523F001
523F004,021F009
成都百货B家居日用仓1号库,028F020
上海亚一商超B米面粮油仓2号库,021F008
020F008,527F005
527F005,769F001
北京商超A休闲食品仓4号库,021Y072
021F053,021Y429
021Y429,512F065
德州百货B车旅用品仓2号库,316F021
广州商超A个护清洁仓3号库,769F007
020F242,769F007
广州公共平台仓15号库,760F001
武汉生活小电仓1号库,027F006
济南生活小电仓1号库,316F021
广州百货B家具建材仓3号库,HPG
广州商超B牛奶水饮仓5号库,757F003
广州百货B家具建材仓4号库,021F008
西安亚一商超A个护清洁仓5号库,029F678
512F065,571F022
中山分拣中心,020F242
广州综合仓1号库,757F003
福州FDC仓B2库,591F009
591F009,595F005
武汉亚一公共平台仓7号库,027F060
贵阳亚一FDC仓A1库,851F002
021F009,769F007
成都亚一商超B米面粮油仓1号库,028F020
028F020,519F003
519F003,519Y015
519Y015,519F003
519F003,551F011
西安3CB仓2号库,029F270
021F051,731F001
广州百货B家居日用仓5号库,021Y072
316F003,316F029
571F099,551F011
上海商超A休闲食品仓4号库,512F004
广州南海药品协同保税仓1号库,020F242
上海亚一商超B米面粮油仓2号库,512F013
512F013,512F065
武汉公共平台仓1号库,027F010
西安亚一商超B母婴玩具仓3号库,029F678
574F003,010F013
济南商超B个护清洁仓1号库,316F021
苏州昆山分拣中心,512F055
广州公共平台仓4号库,757F003
沈阳商超B宠物园艺仓2号库,024F004
武汉公共平台仓6号库,027F002
上海商超B牛奶水饮仓6号库,510F004
527F005,512F085
上海商超B米面粮油仓1号库,021F009
551F011,021F009
020F060,020F008
上海生鲜仓1号库（新）,021Y072
深圳商超B牛奶水饮仓1号库,021Y072
武汉健康仓1号库,027F002
武汉百货A家居日用仓1号库,027F002
757F042,769F001
北京商超B母婴玩具仓1号库,021Y072
上海商超B牛奶水饮仓6号库,512F085
合肥亚一FDC仓A1库,551F002
广州公共平台仓7号库,CPZ
010F172,510F004
北京顺义分拣中心,021Y072
北京服装仓4号库,021Y072
769F001,021Y072
020F041,021Y072
北京商超A休闲食品仓2号库,021Y072
广州百货B家居日用仓5号库,021F008
北京品星商超协同仓,316F011
武汉沃尔玛KA仓1号库,027F074
武汉百货B家居日用仓2号库,027F002
663F001,571F022
沈阳亚一百货A家居日用仓2号库,024F004
上海商超A个护清洁仓9号库,021Y072
上海商超B母婴玩具仓2号库（临时）,021Y072
成都亚一商超A个护清洁仓1号库,028F029
广州公共平台仓5号库,020F242
上海亚一商超A个护清洁仓9号库,021Y072
,029F270
上海商超B米面粮油仓1号库,551F002
武汉服装仓1号库,021Y072
广州公共平台仓8号库,CPZ40FS
020F008,752F001
752F001,769F001
769F001,755F009
上海公共平台仓7号库,527F001
北京服装仓8号库,021Y072
北京服装仓7号库,021Y072
027F002,027F060
衡阳FDC仓,734F001
734F001,731F010
广州滴露商超协同仓,021Y072
德州百货B车旅用品仓1号库,316F021
南京百货B家居日用仓2号库,025F005
北京厨房小电仓1号库,021Y072
武汉商超B米面粮油仓2号库,021Y072
北京联想3C协同仓,021Y072
武汉沃尔玛KA仓1号库,027F002
泰州本地仓1号库,523F001
沈阳厨房小电仓1号库,024F001
济南商超A个护清洁仓1号库,531F001
广州商超B米面粮油仓4号库,021Y072
北京安踏KA仓1号库,316F001
成都百货B家居日用仓5号库,028F020
北京公共平台仓15号库,022F021
上海王桥营业部,021F103
010F172,022F016
上海医疗器械仓3号库,512F004
德州商超A个护清洁仓3号库,316F021
北京商超A个护清洁仓5号库,021Y072
武汉斐乐KA仓2号库,027F060
成都亚一百货B家居日用仓3号库,028F020
西安商超B米面粮油仓2号库,029F270
574F003,021Y072
北京图书音像仓1号库,021Y072
成都综合仓1号库,021Y072
上海亚一商超B米面粮油仓2号库,021F053
广州公共平台仓16号库,HPG
上海商超B母婴玩具仓3号库,512F012
020F015,755F022
025F005,527F005
成都亚一商超B母婴玩具仓2号库,028F029
上海公共平台仓20号库,573F001
济南百货B家居日用仓8号库,316F021
北京顺义分拣中心,021F008
武汉百货B家居日用仓2号库,021Y072
上海百货B家居日用仓3号库,021F009
上海商超B米面粮油仓2号库,512F085
北京公共平台仓6号库,316F004
010F013,571F099
萝岗传站第一车队,020F242
523F004,025F005
769F001,757F003
宿迁亚一FDC仓B1库,527F001
021F051,021F009
德州百货B家居日用仓1号库,316F021
431F002,512F055
上海商超B牛奶水饮仓1号库（临时）,021Y072
济南百货B车旅用品仓1号库,316F021
021F052,021F051
广州宝洁商超协同仓,020F008
上海商超A休闲食品仓4号库,512F055
北京生鲜仓2号库,010F017
